훈련년도,훈련차수,훈련과정명,훈련과정명(영문),훈련시작일자,훈련종료일자,훈련가능인원수,훈련시간,훈련기관명,전화번호,주소,훈련내용
2024,3,한국어교육(오전B반),The Language Course of Korean,2024-03-10,2024-06-30,30,48,거제대학교,055-680-1630,경남 거제시 마전1길 91,
2024,4,한국어교육(자동차정비),CAR MAINTENANCE,2024-03-03,2024-05-19,40,48,경남자동차정비학원,055-299-7328,"창원시 마산회원구 합성동4길 3 덕재상가 2,4,5층",
2024,5,한국어교육(거제대_오후반),The Language Course of Korean,2024-03-10,2024-06-30,20,48,거제대학교,055-680-1630,경남 거제시 마전1길 91,
2024,7,한국어교육(갑을어학당_오전),The Language Course of Korean,2024-03-17,2024-07-14,20,48,갑을어학당학원,055-245-8258,"창원시 마산합포구 현동로 56, 403호",
2024,8,한국어교육(갑을어학당_오후),The Language Course of Korean,2024-03-17,2024-07-14,20,48,갑을어학당학원,055-245-8258,"창원시 마산합포구 현동로 56, 403호",
2024,9,한국어교육(거제대_오전A반),The Language Course of Korean,2024-03-10,2024-06-30,30,48,거제대학교,055-680-1630,경남 거제시 마전1길 91,
2024,11,지게차운전,Forklift Operation,2024-06-09,2024-07-28,45,48,(주)경남제일중장비학원,055-298-9000,경남 함안군 여항면 진함로 1098-1,지게차운전
2024,12,지게차운전,Forklift Operation,2024-06-09,2024-07-14,25,48,(주)경남창원중장비학원,055-262-0056,경남 창원시 마산합포구 진전면 삼진의거대로 328,지게차운전
2024,13,한국어교육(경남제일중장비학원),The Language Course of Korean,2024-03-24,2024-06-09,40,48,경남제일중장비학원,055-584-6777,경남 함안군 여항면 진함로 1098-1,
2024,14,자동차정비,CAR MAINTENANCE,2024-06-16,2024-08-04,30,60,경남자동차정비학원,055-299-7328,"경남 창원시 마산회원구 합성동4길 3 덕재상가 2,4,5층",자동차정비
2024,1,한국어교육(1회차),The Language Course of Korean,2024-03-03,2024-05-26,27,48,호남직업전문학교,062-605-8030,광주광역시 동구 무등로 339,
2024,2,한국어교육(2회차),The Language Course of Korean,2024-03-03,2024-05-26,27,48,호남직업전문학교,062-605-8030,광주광역시 동구 무등로 339,
2024,3,한국어교육(3회차),The Language Course of Korean,2024-03-03,2024-05-26,27,48,호남직업전문학교,062-605-8030,광주광역시 동구 무등로 339,
2024,4,한국어교육,The Language Course of Korean,2024-03-10,2024-06-09,24,48,광주인재개발원,062-366-2255,"광주광역시 서구 무진대로 969, 5층",
2024,5,한국어교육(4회차),The Language Course of Korean,2024-03-24,2024-06-16,20,48,호남직업전문학교,062-605-8030,광주광역시 동구 무등로 339,
2024,6,한국어교육,The Language Course of Korean,2024-03-30,2024-07-13,25,48,성심정보직업전문학교,063-854-0471,전북특별자치도 익산시 익산대로 181-1,
2024,7,한국어교육,The Language Course of Korean,2024-04-07,2024-07-28,25,48,성심직업전문학교,063-442-2661,전북특별자치도 군산시 해망로 246,
2024,8,굴착기운전,Excavator Operation,2024-05-26,2024-06-30,26,48,(주)광주중장비학원,062-382-3330,광주광역시 광산구 손재로 45-16,
2024,9,지게차운전,Forklift Operation,2024-06-02,2024-07-07,20,48,조은중장비운전학원,061-723-9494,전남 순천시 해룡면 상성길 236-5,
2024,10,제과제빵,Confectionary & Baking,2024-06-09,2024-07-28,26,60,호남직업전문학교,062-605-8030,광주광역시 동구 무등로 339,
2024,11,커피관리,Coffee Barista Training,2024-06-09,2024-07-28,25,60,호남직업전문학교,062-605-8030,광주광역시 동구 무등로 339,
2024,12,자동차정비,Car Maintenance,2024-06-16,2024-07-21,27,48,호남직업전문학교,062-605-8030,광주광역시 동구 무등로 339,
2024,13,지게차운전,Forklift Operation,2024-06-16,2024-07-21,26,48,호남직업전문학교,062-605-8030,광주광역시 동구 무등로 339,
2024,14,한국어교육(5회차),The Language Course of Korean,2024-06-30,2024-09-29,30,48,호남직업전문학교,062-605-8030,광주광역시 동구 무등로 339,
2024,15,지게차운전,Forklift Operation,2024-07-07,2024-08-11,26,48,(주)광주중장비학원,062-382-3330,광주광역시 광산구 손재로 45-16,
2024,1,한국어교육(1회차)-기초A,The Language Course of Korean,2024-02-25,2024-05-26,40,48,동천안희망직업전문학교,041-557-0064,"충남 천안시 동남구 대흥로 145(사직동, 동천안빌딩)4~7층",
2024,3,한국어교육(3회차)-비즈니스A,The Language Course of Korean,2024-02-25,2024-05-26,40,48,동천안희망직업전문학교,041-557-0064,"충남 천안시 동남구 대흥로 145(사직동, 동천안빌딩)4~7층",
2024,4,한국어교육(2회차)기초-B,The Language Course of Korean,2024-02-25,2024-05-26,40,48,동천안희망직업전문학교,041-557-0064,"충남 천안시 동남구 대흥로 145(사직동, 동천안빌딩)4~7층",
2024,5,한국어교육(1차),The Language Course of Korean,2024-03-10,2024-06-30,40,48,배재대학교,041-520-5731,대전광역시 유성구 테크노1로 11-3 (배재대학교 대덕밸리캠퍼스),
2024,6,한국어교육(1회차),The Language Course of Korean,2024-03-17,2024-06-09,40,48,월드용접전문기술학원,041-554-9550,"충남 천안시 서북구 늘푸른3길 37 (두정동,홍은빌딩) 3층",
2024,7,한국어과정 1차(기초반),The Language Course of Korean,2024-04-21,2024-07-07,30,48,우송정보대학,042-629-6211,"대전광역시 동구 백룡로 59(자양동, 우송정보대학)_ 훈련장소: 충남 금산군 군북면 군북로 586",
2024,8,한국어과정 1차(초급반),The Language Course of Korean,2024-04-21,2024-07-07,40,48,우송정보대학,042-629-6211,"대전광역시 동구 백룡로 59(자양동, 우송정보대학)",
2024,9,한국어교육(1회차),The Language Course of Korean,2024-05-19,2024-08-04,35,48,JSL인재개발원,042-242-4412,"대전광역시 중구 계룡로 825, 희영빌딩 5층",
2024,10,전기설비사 양성과정A,Electricity,2024-06-16,2024-07-28,30,48,동천안희망직업전문학교,041-557-0064,"충남 천안시 동남구 대흥로 145(사직동, 동천안빌딩)4~7층",
2024,11,전기설비사 양성과정B,Electricity,2024-06-16,2024-07-28,30,48,동천안희망직업전문학교,041-557-0064,"충남 천안시 동남구 대흥로 145(사직동, 동천안빌딩)4~7층",
2024,12,제빵,Baking,2024-06-30,2024-09-08,25,60,(주)세일직업전문학교,041-523-7611,충남 천안시 서북구 성정두정로 12 메트로존 I빌딩 5층,
2024,13,TIG용접,Welding,2024-06-30,2024-08-18,35,48,월드용접전문기술학원,041-554-9550,"충남 천안시 서북구 늘푸른3길 37 (두정동,홍은빌딩) 3층",
